date,curve,tenor,rate,rate_stressed
2019-06-28,INRZeroCurve,9yr,7.0290,7.0290
2019-06-27,INRZeroCurve,9yr,7.0650,7.0650
2019-06-26,INRZeroCurve,9yr,7.0120,7.0120
2019-06-25,INRZeroCurve,9yr,6.9880,6.9880
2019-06-24,INRZeroCurve,9yr,6.9950,6.9950
2019-06-21,INRZeroCurve,9yr,6.9340,6.9340
2019-06-20,INRZeroCurve,9yr,6.9740,6.9740
2019-06-19,INRZeroCurve,9yr,6.9430,6.9430
2019-06-18,INRZeroCurve,9yr,7.0680,7.0680
2019-06-17,INRZeroCurve,9yr,7.0670,7.0670
2019-06-14,INRZeroCurve,9yr,7.1690,7.1690
2019-06-13,INRZeroCurve,9yr,7.1720,7.1720
2019-06-12,INRZeroCurve,9yr,7.18,7.18
2019-06-11,INRZeroCurve,9yr,7.2270,7.2270
2019-06-10,INRZeroCurve,9yr,7.1310,7.1310
2019-06-07,INRZeroCurve,9yr,7.1070,7.1070
2019-06-06,INRZeroCurve,9yr,7.1910,7.1910
2019-06-04,INRZeroCurve,9yr,7.14,7.14
2019-06-03,INRZeroCurve,9yr,7.1810,7.1810
2019-05-31,INRZeroCurve,9yr,7.2740,7.2740
2019-05-30,INRZeroCurve,9yr,7.2620,7.2620
2019-05-29,INRZeroCurve,9yr,7.2890,7.2890
2019-05-28,INRZeroCurve,9yr,7.3080,7.3080
2019-05-27,INRZeroCurve,9yr,7.3670,7.3670
2019-05-24,INRZeroCurve,9yr,7.3760,7.3760
2019-05-23,INRZeroCurve,9yr,7.3940,7.3940
2019-05-22,INRZeroCurve,9yr,7.4260,7.4260
2019-05-21,INRZeroCurve,9yr,7.41,7.41
2019-05-20,INRZeroCurve,9yr,7.4790,7.4790
2019-05-17,INRZeroCurve,9yr,7.4720,7.4720
2019-05-16,INRZeroCurve,9yr,7.4770,7.4770
2019-05-15,INRZeroCurve,9yr,7.4560,7.4560
2019-05-14,INRZeroCurve,9yr,7.48,7.48
2019-05-13,INRZeroCurve,9yr,7.5070,7.5070
2019-05-10,INRZeroCurve,9yr,7.4940,7.4940
2019-05-09,INRZeroCurve,9yr,7.47,7.47
2019-05-08,INRZeroCurve,9yr,7.4790,7.4790
2019-05-07,INRZeroCurve,9yr,7.4950,7.4950
2019-05-06,INRZeroCurve,9yr,7.5050,7.5050
2019-05-03,INRZeroCurve,9yr,7.5030,7.5030
2019-05-02,INRZeroCurve,9yr,7.5270,7.5270
2019-04-30,INRZeroCurve,9yr,7.5250,7.5250
2019-04-26,INRZeroCurve,9yr,7.5650,7.5650
2019-04-25,INRZeroCurve,9yr,7.5490,7.5490
2019-04-24,INRZeroCurve,9yr,7.6150,7.6150
2019-04-23,INRZeroCurve,9yr,7.6230,7.6230
2019-04-22,INRZeroCurve,9yr,7.5610,7.5610
2019-04-18,INRZeroCurve,9yr,7.54,7.54
2019-04-16,INRZeroCurve,9yr,7.54,7.54
2019-04-15,INRZeroCurve,9yr,7.5650,7.5650
2019-04-12,INRZeroCurve,9yr,7.52,7.52
2019-04-11,INRZeroCurve,9yr,7.51,7.51
2019-04-10,INRZeroCurve,9yr,7.5310,7.5310
2019-04-09,INRZeroCurve,9yr,7.5630,7.5630
2019-04-08,INRZeroCurve,9yr,7.51,7.51
2019-04-05,INRZeroCurve,9yr,7.5120,7.5120
2019-04-04,INRZeroCurve,9yr,7.4160,7.4160
2019-04-03,INRZeroCurve,9yr,7.4190,7.4190
2019-04-02,INRZeroCurve,9yr,7.4860,7.4860
2019-04-01,INRZeroCurve,9yr,7.4660,7.4660
2019-03-28,INRZeroCurve,9yr,7.4820,7.4820
2019-03-27,INRZeroCurve,9yr,7.4870,7.4870
2019-03-26,INRZeroCurve,9yr,7.4580,7.4580
2019-03-25,INRZeroCurve,9yr,7.5110,7.5110
2019-03-22,INRZeroCurve,9yr,7.5280,7.5280
2019-03-20,INRZeroCurve,9yr,7.5370,7.5370
2019-03-19,INRZeroCurve,9yr,7.4830,7.4830
2019-03-18,INRZeroCurve,9yr,7.5160,7.5160
2019-03-15,INRZeroCurve,9yr,7.4910,7.4910
2019-03-14,INRZeroCurve,9yr,7.5470,7.5470
2019-03-13,INRZeroCurve,9yr,7.4910,7.4910
2019-03-12,INRZeroCurve,9yr,7.51,7.51
2019-03-11,INRZeroCurve,9yr,7.5570,7.5570
2019-03-08,INRZeroCurve,9yr,7.4950,7.4950
2019-03-07,INRZeroCurve,9yr,7.6170,7.6170
2019-03-06,INRZeroCurve,9yr,7.5980,7.5980
2019-03-05,INRZeroCurve,9yr,7.5550,7.5550
2019-03-01,INRZeroCurve,9yr,7.6510,7.6510
2019-02-28,INRZeroCurve,9yr,7.7110,7.7110
2019-02-27,INRZeroCurve,9yr,7.6350,7.6350
2019-02-26,INRZeroCurve,9yr,7.6230,7.6230
2019-02-25,INRZeroCurve,9yr,7.6450,7.6450
2019-02-22,INRZeroCurve,9yr,7.5840,7.5840
2019-02-21,INRZeroCurve,9yr,7.5890,7.5890
2019-02-20,INRZeroCurve,9yr,7.5950,7.5950
2019-02-19,INRZeroCurve,9yr,7.5960,7.5960
2019-02-18,INRZeroCurve,9yr,7.5690,7.5690
2019-02-15,INRZeroCurve,9yr,7.5060,7.5060
2019-02-14,INRZeroCurve,9yr,7.5810,7.5810
2019-02-12,INRZeroCurve,9yr,7.5790,7.5790
2019-02-11,INRZeroCurve,9yr,7.5790,7.5790
2019-02-08,INRZeroCurve,9yr,7.6590,7.6590
2019-02-07,INRZeroCurve,9yr,7.6110,7.6110
2019-02-06,INRZeroCurve,9yr,7.6750,7.6750
2019-02-05,INRZeroCurve,9yr,7.6830,7.6830
2019-02-04,INRZeroCurve,9yr,7.6740,7.6740
2019-02-01,INRZeroCurve,9yr,7.5430,7.5430
2019-01-31,INRZeroCurve,9yr,7.6370,7.6370
2019-01-30,INRZeroCurve,9yr,7.61,7.61
2019-01-29,INRZeroCurve,9yr,7.5870,7.5870
2019-01-28,INRZeroCurve,9yr,7.64,7.64
2019-01-25,INRZeroCurve,9yr,7.6560,7.6560
2019-01-24,INRZeroCurve,9yr,7.6830,7.6830
2019-01-23,INRZeroCurve,9yr,7.6390,7.6390
2019-01-22,INRZeroCurve,9yr,7.6750,7.6750
2019-01-21,INRZeroCurve,9yr,7.7020,7.7020
2019-01-18,INRZeroCurve,9yr,7.5910,7.5910
2019-01-17,INRZeroCurve,9yr,7.6070,7.6070
2019-01-16,INRZeroCurve,9yr,7.5780,7.5780
2019-01-15,INRZeroCurve,9yr,7.5330,7.5330
2019-01-14,INRZeroCurve,9yr,7.5230,7.5230
2019-01-11,INRZeroCurve,9yr,7.5150,7.5150
2019-01-10,INRZeroCurve,9yr,7.5570,7.5570
2019-01-09,INRZeroCurve,9yr,7.6390,7.6390
2019-01-08,INRZeroCurve,9yr,7.5850,7.5850
2019-01-07,INRZeroCurve,9yr,7.5470,7.5470
2019-01-04,INRZeroCurve,9yr,7.5090,7.5090
2019-01-03,INRZeroCurve,9yr,7.4370,7.4370
2019-01-02,INRZeroCurve,9yr,7.5170,7.5170
2019-01-01,INRZeroCurve,9yr,7.42,7.42
2018-12-31,INRZeroCurve,9yr,7.43,7.43
2018-12-28,INRZeroCurve,9yr,7.3570,7.3570
2018-12-27,INRZeroCurve,9yr,7.3470,7.3470
2018-12-26,INRZeroCurve,9yr,7.3710,7.3710
2018-12-24,INRZeroCurve,9yr,7.3730,7.3730
2018-12-21,INRZeroCurve,9yr,7.3380,7.3380
2018-12-20,INRZeroCurve,9yr,7.3150,7.3150
2018-12-19,INRZeroCurve,9yr,7.3150,7.3150
2019-12-31,INRZeroCurve,1025yr,6.5540,6.5540
2019-12-30,INRZeroCurve,1025yr,6.5440,6.5440
2019-12-27,INRZeroCurve,1025yr,6.50,6.50
2019-12-26,INRZeroCurve,1025yr,6.5760,6.5760
2019-12-24,INRZeroCurve,1025yr,6.5710,6.5710
2019-12-23,INRZeroCurve,1025yr,6.5620,6.5620
2019-12-20,INRZeroCurve,1025yr,6.5980,6.5980
2019-12-19,INRZeroCurve,1025yr,6.7460,6.7460
2019-12-18,INRZeroCurve,1025yr,6.7050,6.7050
2019-12-17,INRZeroCurve,1025yr,6.7440,6.7440
2019-12-16,INRZeroCurve,1025yr,6.7940,6.7940
2019-12-13,INRZeroCurve,1025yr,6.7820,6.7820
2019-12-12,INRZeroCurve,1025yr,6.77,6.77
2019-12-11,INRZeroCurve,1025yr,6.76,6.76
2019-12-10,INRZeroCurve,1025yr,6.7030,6.7030
2019-12-09,INRZeroCurve,1025yr,6.6590,6.6590
2019-12-06,INRZeroCurve,1025yr,6.6610,6.6610
2019-12-05,INRZeroCurve,1025yr,6.6080,6.6080
2019-12-04,INRZeroCurve,1025yr,6.4620,6.4620
2019-12-03,INRZeroCurve,1025yr,6.4620,6.4620
2019-12-02,INRZeroCurve,1025yr,6.4840,6.4840
2019-11-29,INRZeroCurve,1025yr,6.46,6.46
2019-11-28,INRZeroCurve,1025yr,6.4530,6.4530
2019-11-27,INRZeroCurve,1025yr,6.4670,6.4670
2019-11-26,INRZeroCurve,1025yr,6.4780,6.4780
2019-11-25,INRZeroCurve,1025yr,6.4680,6.4680
2019-11-22,INRZeroCurve,1025yr,6.4950,6.4950
2019-11-21,INRZeroCurve,1025yr,6.5050,6.5050
2019-11-20,INRZeroCurve,1025yr,6.4580,6.4580
2019-11-19,INRZeroCurve,1025yr,6.4730,6.4730
2019-11-18,INRZeroCurve,1025yr,6.4770,6.4770
2019-11-15,INRZeroCurve,1025yr,6.5190,6.5190
2019-11-14,INRZeroCurve,1025yr,6.5150,6.5150
2019-11-13,INRZeroCurve,1025yr,6.5280,6.5280
2019-11-11,INRZeroCurve,1025yr,6.5610,6.5610
2019-11-08,INRZeroCurve,1025yr,6.5540,6.5540
2019-11-07,INRZeroCurve,1025yr,6.5020,6.5020
2019-11-06,INRZeroCurve,1025yr,6.4860,6.4860
2019-11-05,INRZeroCurve,1025yr,6.5140,6.5140
2019-11-04,INRZeroCurve,1025yr,6.4710,6.4710
2019-11-01,INRZeroCurve,1025yr,6.4450,6.4450
2019-10-31,INRZeroCurve,1025yr,6.6430,6.6430
2019-10-30,INRZeroCurve,1025yr,6.6640,6.6640
2019-10-29,INRZeroCurve,1025yr,6.6780,6.6780
2019-10-28,INRZeroCurve,1025yr,6.6780,6.6780
2019-10-25,INRZeroCurve,1025yr,6.6780,6.6780
2019-10-24,INRZeroCurve,1025yr,6.6780,6.6780
2019-10-23,INRZeroCurve,1025yr,6.70,6.70
2019-10-22,INRZeroCurve,1025yr,6.6920,6.6920
2019-10-18,INRZeroCurve,1025yr,6.6990,6.6990
2019-10-17,INRZeroCurve,1025yr,6.6560,6.6560
2019-10-16,INRZeroCurve,1025yr,6.66,6.66
2019-10-15,INRZeroCurve,1025yr,6.67,6.67
2019-10-14,INRZeroCurve,1025yr,6.7270,6.7270
2019-10-11,INRZeroCurve,1025yr,6.6790,6.6790
2019-10-10,INRZeroCurve,1025yr,6.6550,6.6550
2019-10-09,INRZeroCurve,1025yr,6.6690,6.6690
2019-10-07,INRZeroCurve,1025yr,6.68,6.68
2019-10-04,INRZeroCurve,1025yr,6.6060,6.6060
2019-10-03,INRZeroCurve,1025yr,6.6570,6.6570
2019-10-01,INRZeroCurve,1025yr,6.6950,6.6950
2019-09-30,INRZeroCurve,1025yr,6.7290,6.7290
2019-09-27,INRZeroCurve,1025yr,6.71,6.71
2019-09-26,INRZeroCurve,1025yr,6.7540,6.7540
2019-09-25,INRZeroCurve,1025yr,6.7750,6.7750
2019-09-24,INRZeroCurve,1025yr,6.7390,6.7390
2019-09-23,INRZeroCurve,1025yr,6.7820,6.7820
2019-09-20,INRZeroCurve,1025yr,6.6340,6.6340
2019-09-19,INRZeroCurve,1025yr,6.6170,6.6170
2019-09-18,INRZeroCurve,1025yr,6.7280,6.7280
2019-09-17,INRZeroCurve,1025yr,6.71,6.71
2019-09-16,INRZeroCurve,1025yr,6.6310,6.6310
2019-09-13,INRZeroCurve,1025yr,6.6580,6.6580
2019-09-12,INRZeroCurve,1025yr,6.6740,6.6740
2019-09-11,INRZeroCurve,1025yr,6.57,6.57
2019-09-09,INRZeroCurve,1025yr,6.5970,6.5970
2019-09-06,INRZeroCurve,1025yr,6.5710,6.5710
2019-09-05,INRZeroCurve,1025yr,6.5450,6.5450
2019-09-04,INRZeroCurve,1025yr,6.5160,6.5160
2019-09-03,INRZeroCurve,1025yr,6.5560,6.5560
2019-08-30,INRZeroCurve,1025yr,6.5430,6.5430
2019-08-29,INRZeroCurve,1025yr,6.5640,6.5640
2019-08-28,INRZeroCurve,1025yr,6.5210,6.5210
2019-08-27,INRZeroCurve,1025yr,6.4720,6.4720
2019-08-26,INRZeroCurve,1025yr,6.5640,6.5640
2019-08-23,INRZeroCurve,1025yr,6.5540,6.5540
2019-08-22,INRZeroCurve,1025yr,6.56,6.56
2019-08-21,INRZeroCurve,1025yr,6.5780,6.5780
2019-08-20,INRZeroCurve,1025yr,6.5810,6.5810
2019-08-19,INRZeroCurve,1025yr,6.5350,6.5350
2019-08-16,INRZeroCurve,1025yr,6.62,6.62
2019-08-14,INRZeroCurve,1025yr,6.5180,6.5180
2019-08-13,INRZeroCurve,1025yr,6.4940,6.4940
2019-08-09,INRZeroCurve,1025yr,6.4020,6.4020
2019-08-08,INRZeroCurve,1025yr,6.3690,6.3690
2019-08-07,INRZeroCurve,1025yr,6.3380,6.3380
2019-08-06,INRZeroCurve,1025yr,6.39,6.39
2019-08-05,INRZeroCurve,1025yr,6.3520,6.3520
2019-08-02,INRZeroCurve,1025yr,6.4230,6.4230
2019-08-01,INRZeroCurve,1025yr,6.3690,6.3690
2019-07-31,INRZeroCurve,1025yr,6.3870,6.3870
2019-07-30,INRZeroCurve,1025yr,6.4120,6.4120
2019-07-29,INRZeroCurve,1025yr,6.5250,6.5250
2019-07-26,INRZeroCurve,1025yr,6.5140,6.5140
2019-07-25,INRZeroCurve,1025yr,6.4380,6.4380
2019-07-24,INRZeroCurve,1025yr,6.4640,6.4640
2019-07-23,INRZeroCurve,1025yr,6.4180,6.4180
2019-07-22,INRZeroCurve,1025yr,6.3610,6.3610
2019-07-19,INRZeroCurve,1025yr,6.3870,6.3870
2019-07-18,INRZeroCurve,1025yr,6.3450,6.3450
2019-07-17,INRZeroCurve,1025yr,6.3310,6.3310
2019-07-16,INRZeroCurve,1025yr,6.4330,6.4330
2019-07-15,INRZeroCurve,1025yr,6.4880,6.4880
2019-07-12,INRZeroCurve,1025yr,6.4930,6.4930
2019-07-11,INRZeroCurve,1025yr,6.5430,6.5430
2019-07-10,INRZeroCurve,1025yr,6.5880,6.5880
2019-07-09,INRZeroCurve,1025yr,6.5620,6.5620
2019-07-08,INRZeroCurve,1025yr,6.6950,6.6950
2019-07-05,INRZeroCurve,1025yr,6.7510,6.7510
2019-07-04,INRZeroCurve,1025yr,6.8330,6.8330
2019-07-03,INRZeroCurve,1025yr,6.8460,6.8460
2019-07-02,INRZeroCurve,1025yr,6.8820,6.8820
2019-07-01,INRZeroCurve,1025yr,6.8790,6.8790
2019-06-28,INRZeroCurve,1025yr,6.8970,6.8970
2019-06-27,INRZeroCurve,1025yr,6.9330,6.9330
2019-06-26,INRZeroCurve,1025yr,6.8820,6.8820
2019-06-25,INRZeroCurve,1025yr,6.8510,6.8510
2019-06-24,INRZeroCurve,1025yr,6.8610,6.8610
2019-06-21,INRZeroCurve,1025yr,6.7910,6.7910
2019-06-20,INRZeroCurve,1025yr,6.8410,6.8410
2019-06-19,INRZeroCurve,1025yr,6.8080,6.8080
2019-06-18,INRZeroCurve,1025yr,6.9310,6.9310
2019-06-17,INRZeroCurve,1025yr,6.9190,6.9190
2019-06-14,INRZeroCurve,1025yr,7.0090,7.0090
2019-06-13,INRZeroCurve,1025yr,7.0120,7.0120
2019-06-12,INRZeroCurve,1025yr,7.0370,7.0370
2019-06-11,INRZeroCurve,1025yr,7.0770,7.0770
2019-06-10,INRZeroCurve,1025yr,6.9740,6.9740
2019-06-07,INRZeroCurve,1025yr,6.9310,6.9310
2019-06-06,INRZeroCurve,1025yr,7.0220,7.0220
2019-06-04,INRZeroCurve,1025yr,6.9820,6.9820
2019-06-03,INRZeroCurve,1025yr,7.0320,7.0320
2019-05-31,INRZeroCurve,1025yr,7.1330,7.1330
2019-05-30,INRZeroCurve,1025yr,7.1250,7.1250
2019-05-29,INRZeroCurve,1025yr,7.1490,7.1490
2019-05-28,INRZeroCurve,1025yr,7.1670,7.1670
2019-05-27,INRZeroCurve,1025yr,7.2260,7.2260
2019-05-24,INRZeroCurve,1025yr,7.2390,7.2390
2019-05-23,INRZeroCurve,1025yr,7.26,7.26
2019-05-22,INRZeroCurve,1025yr,7.3030,7.3030
2019-05-21,INRZeroCurve,1025yr,7.2860,7.2860
2019-05-20,INRZeroCurve,1025yr,7.3620,7.3620
2019-05-17,INRZeroCurve,1025yr,7.3770,7.3770
2019-05-16,INRZeroCurve,1025yr,7.3790,7.3790
2019-05-15,INRZeroCurve,1025yr,7.3780,7.3780
2019-05-14,INRZeroCurve,1025yr,7.3880,7.3880
2019-05-13,INRZeroCurve,1025yr,7.4130,7.4130
2019-05-10,INRZeroCurve,1025yr,7.3970,7.3970
2019-05-09,INRZeroCurve,1025yr,7.3750,7.3750
2019-05-08,INRZeroCurve,1025yr,7.3820,7.3820
2019-05-07,INRZeroCurve,1025yr,7.3940,7.3940
2019-05-06,INRZeroCurve,1025yr,7.3970,7.3970
2019-05-03,INRZeroCurve,1025yr,7.3860,7.3860
2019-05-02,INRZeroCurve,1025yr,7.4140,7.4140
2019-04-30,INRZeroCurve,1025yr,7.4080,7.4080
2019-04-26,INRZeroCurve,1025yr,7.4510,7.4510
2019-04-25,INRZeroCurve,1025yr,7.4240,7.4240
2019-04-24,INRZeroCurve,1025yr,7.4730,7.4730
2019-04-23,INRZeroCurve,1025yr,7.4740,7.4740
2019-04-22,INRZeroCurve,1025yr,7.42,7.42
2019-04-18,INRZeroCurve,1025yr,7.39,7.39
2019-04-16,INRZeroCurve,1025yr,7.3920,7.3920
2019-04-15,INRZeroCurve,1025yr,7.4090,7.4090
2019-04-12,INRZeroCurve,1025yr,7.3710,7.3710
2019-04-11,INRZeroCurve,1025yr,7.3670,7.3670
2019-04-10,INRZeroCurve,1025yr,7.3740,7.3740
2019-04-09,INRZeroCurve,1025yr,7.40,7.40
2019-04-08,INRZeroCurve,1025yr,7.3530,7.3530
2019-04-05,INRZeroCurve,1025yr,7.3480,7.3480
2019-04-04,INRZeroCurve,1025yr,7.2710,7.2710
2019-04-03,INRZeroCurve,1025yr,7.2720,7.2720
2019-04-02,INRZeroCurve,1025yr,7.3460,7.3460
2019-04-01,INRZeroCurve,1025yr,7.3230,7.3230
2019-03-28,INRZeroCurve,1025yr,7.3270,7.3270
2019-03-27,INRZeroCurve,1025yr,7.3420,7.3420
2019-03-26,INRZeroCurve,1025yr,7.4710,7.4710
2019-03-25,INRZeroCurve,1025yr,7.5040,7.5040
2019-03-22,INRZeroCurve,1025yr,7.5170,7.5170
2019-03-20,INRZeroCurve,1025yr,7.5360,7.5360
2019-03-19,INRZeroCurve,1025yr,7.48,7.48
2019-03-18,INRZeroCurve,1025yr,7.5020,7.5020
2019-03-15,INRZeroCurve,1025yr,7.5530,7.5530
2019-03-14,INRZeroCurve,1025yr,7.5480,7.5480
2019-03-13,INRZeroCurve,1025yr,7.5130,7.5130
2019-03-12,INRZeroCurve,1025yr,7.5120,7.5120
2019-03-11,INRZeroCurve,1025yr,7.5320,7.5320
2019-03-08,INRZeroCurve,1025yr,7.58,7.58
2019-03-07,INRZeroCurve,1025yr,7.5720,7.5720
2019-03-06,INRZeroCurve,1025yr,7.5560,7.5560
2019-03-05,INRZeroCurve,1025yr,7.5560,7.5560
2019-03-01,INRZeroCurve,1025yr,7.5910,7.5910
2019-02-28,INRZeroCurve,1025yr,7.6720,7.6720
2019-02-27,INRZeroCurve,1025yr,7.5870,7.5870
2019-02-26,INRZeroCurve,1025yr,7.5840,7.5840
2019-02-25,INRZeroCurve,1025yr,7.6050,7.6050
2019-02-22,INRZeroCurve,1025yr,7.5440,7.5440
2019-02-21,INRZeroCurve,1025yr,7.5450,7.5450
2019-02-20,INRZeroCurve,1025yr,7.58,7.58
2019-02-19,INRZeroCurve,1025yr,7.5770,7.5770
2019-02-18,INRZeroCurve,1025yr,7.5210,7.5210
2019-02-15,INRZeroCurve,1025yr,7.4660,7.4660
2019-02-14,INRZeroCurve,1025yr,7.5340,7.5340
2019-02-12,INRZeroCurve,1025yr,7.5290,7.5290
2019-02-11,INRZeroCurve,1025yr,7.5240,7.5240
2019-02-08,INRZeroCurve,1025yr,7.5010,7.5010
2019-02-07,INRZeroCurve,1025yr,7.5650,7.5650
2019-02-06,INRZeroCurve,1025yr,7.6150,7.6150
2019-02-05,INRZeroCurve,1025yr,7.6720,7.6720
2019-02-04,INRZeroCurve,1025yr,7.61,7.61
2019-02-01,INRZeroCurve,1025yr,7.4830,7.4830
2019-01-31,INRZeroCurve,1025yr,7.5510,7.5510
2019-01-30,INRZeroCurve,1025yr,7.5250,7.5250
2019-01-29,INRZeroCurve,1025yr,7.5410,7.5410
2019-01-28,INRZeroCurve,1025yr,7.5460,7.5460
2019-01-25,INRZeroCurve,1025yr,7.5570,7.5570
2019-01-24,INRZeroCurve,1025yr,7.5770,7.5770
2019-01-23,INRZeroCurve,1025yr,7.5330,7.5330
2019-01-22,INRZeroCurve,1025yr,7.5690,7.5690
2019-01-21,INRZeroCurve,1025yr,7.5960,7.5960
2019-01-18,INRZeroCurve,1025yr,7.5490,7.5490
2019-01-17,INRZeroCurve,1025yr,7.5630,7.5630
2019-01-16,INRZeroCurve,1025yr,7.4730,7.4730
2019-01-15,INRZeroCurve,1025yr,7.4310,7.4310
2019-01-14,INRZeroCurve,1025yr,7.5030,7.5030
2019-01-11,INRZeroCurve,1025yr,7.4760,7.4760
2019-01-10,INRZeroCurve,1025yr,7.47,7.47
2019-01-09,INRZeroCurve,1025yr,7.4540,7.4540
2019-01-08,INRZeroCurve,1025yr,7.5080,7.5080
2019-01-07,INRZeroCurve,1025yr,7.4480,7.4480
2019-01-04,INRZeroCurve,1025yr,7.4270,7.4270
2019-01-03,INRZeroCurve,1025yr,7.3540,7.3540
2019-01-02,INRZeroCurve,1025yr,7.4180,7.4180
2019-01-01,INRZeroCurve,1025yr,7.37,7.37
2018-12-31,INRZeroCurve,1025yr,7.3910,7.3910
2018-12-28,INRZeroCurve,1025yr,7.2770,7.2770
2018-12-27,INRZeroCurve,1025yr,7.2630,7.2630
2018-12-26,INRZeroCurve,1025yr,7.2870,7.2870
2018-12-24,INRZeroCurve,1025yr,7.2760,7.2760
2018-12-21,INRZeroCurve,1025yr,7.2720,7.2720
2018-12-20,INRZeroCurve,1025yr,7.2190,7.2190
2018-12-19,INRZeroCurve,1025yr,7.2190,7.2190
2019-12-31,INRZeroCurve,15yr,7.0380,7.0380
2019-12-30,INRZeroCurve,15yr,7.0290,7.0290
2019-12-27,INRZeroCurve,15yr,7.0030,7.0030
2019-12-26,INRZeroCurve,15yr,7.0270,7.0270
2019-12-24,INRZeroCurve,15yr,7.0330,7.0330
2019-12-23,INRZeroCurve,15yr,7.0330,7.0330
2019-12-20,INRZeroCurve,15yr,7.0730,7.0730
2019-12-19,INRZeroCurve,15yr,7.2530,7.2530
2019-12-18,INRZeroCurve,15yr,7.2510,7.2510
2019-12-17,INRZeroCurve,15yr,7.2750,7.2750
2019-12-16,INRZeroCurve,15yr,7.3060,7.3060
2019-12-13,INRZeroCurve,15yr,7.2940,7.2940
2019-12-12,INRZeroCurve,15yr,7.29,7.29
2019-12-11,INRZeroCurve,15yr,7.2490,7.2490
2019-12-10,INRZeroCurve,15yr,7.2290,7.2290
2019-12-09,INRZeroCurve,15yr,7.2240,7.2240
2019-12-06,INRZeroCurve,15yr,7.2130,7.2130
2019-12-05,INRZeroCurve,15yr,7.1530,7.1530
2019-12-04,INRZeroCurve,15yr,7.05,7.05
2019-12-03,INRZeroCurve,15yr,7.0690,7.0690
2019-12-02,INRZeroCurve,15yr,7.08,7.08
2019-11-29,INRZeroCurve,15yr,7.0560,7.0560
2019-11-28,INRZeroCurve,15yr,7.0750,7.0750
2019-11-27,INRZeroCurve,15yr,7.0910,7.0910
2019-11-26,INRZeroCurve,15yr,7.0570,7.0570
2019-11-25,INRZeroCurve,15yr,7.0750,7.0750
2019-11-22,INRZeroCurve,15yr,7.0890,7.0890
2019-11-21,INRZeroCurve,15yr,7.1040,7.1040
2019-11-20,INRZeroCurve,15yr,7.0730,7.0730
2019-11-19,INRZeroCurve,15yr,7.0680,7.0680
2019-11-18,INRZeroCurve,15yr,7.0890,7.0890
2019-11-15,INRZeroCurve,15yr,7.1010,7.1010
2019-11-14,INRZeroCurve,15yr,7.1060,7.1060
2019-11-13,INRZeroCurve,15yr,7.1060,7.1060
2019-11-11,INRZeroCurve,15yr,7.1220,7.1220
2019-11-08,INRZeroCurve,15yr,7.0920,7.0920
2019-11-07,INRZeroCurve,15yr,7.0690,7.0690
2019-11-06,INRZeroCurve,15yr,7.0570,7.0570
2019-11-05,INRZeroCurve,15yr,7.0880,7.0880
2019-11-04,INRZeroCurve,15yr,7.0390,7.0390
2019-11-01,INRZeroCurve,15yr,7.0240,7.0240
2019-10-31,INRZeroCurve,15yr,6.9150,6.9150
2019-10-30,INRZeroCurve,15yr,6.9370,6.9370
2019-10-29,INRZeroCurve,15yr,6.9470,6.9470
2019-10-28,INRZeroCurve,15yr,6.9470,6.9470
2019-10-25,INRZeroCurve,15yr,6.9470,6.9470
2019-10-24,INRZeroCurve,15yr,6.9470,6.9470
2019-10-23,INRZeroCurve,15yr,6.9740,6.9740
2019-10-22,INRZeroCurve,15yr,6.98,6.98
2019-10-18,INRZeroCurve,15yr,6.9930,6.9930
2019-10-17,INRZeroCurve,15yr,6.9560,6.9560
2019-10-16,INRZeroCurve,15yr,6.9890,6.9890
2019-10-15,INRZeroCurve,15yr,6.9780,6.9780
2019-10-14,INRZeroCurve,15yr,6.9980,6.9980
2019-10-11,INRZeroCurve,15yr,6.9740,6.9740
2019-10-10,INRZeroCurve,15yr,6.9610,6.9610
2019-10-09,INRZeroCurve,15yr,6.9490,6.9490
2019-10-07,INRZeroCurve,15yr,6.9360,6.9360
2019-10-04,INRZeroCurve,15yr,6.97,6.97
2019-10-03,INRZeroCurve,15yr,7.0050,7.0050
2019-10-01,INRZeroCurve,15yr,7.0750,7.0750
2019-09-30,INRZeroCurve,15yr,7.1190,7.1190
2019-09-27,INRZeroCurve,15yr,7.1330,7.1330
2019-09-26,INRZeroCurve,15yr,7.1580,7.1580
2019-09-25,INRZeroCurve,15yr,7.1210,7.1210
2019-09-24,INRZeroCurve,15yr,7.0970,7.0970
2019-09-23,INRZeroCurve,15yr,7.1190,7.1190
2019-09-20,INRZeroCurve,15yr,6.9590,6.9590
2019-09-19,INRZeroCurve,15yr,6.9590,6.9590
2019-09-18,INRZeroCurve,15yr,6.97,6.97
2019-09-17,INRZeroCurve,15yr,6.9810,6.9810
2019-09-16,INRZeroCurve,15yr,6.92,6.92
2019-09-13,INRZeroCurve,15yr,6.9470,6.9470
2019-09-12,INRZeroCurve,15yr,6.9290,6.9290
2019-09-11,INRZeroCurve,15yr,6.8660,6.8660
2019-09-09,INRZeroCurve,15yr,6.8920,6.8920
2019-09-06,INRZeroCurve,15yr,6.8930,6.8930
2019-09-05,INRZeroCurve,15yr,6.8550,6.8550
2019-09-04,INRZeroCurve,15yr,6.8980,6.8980
2019-09-03,INRZeroCurve,15yr,6.9180,6.9180
2019-08-30,INRZeroCurve,15yr,6.90,6.90
