date,curve,tenor,rate,rate_stressed
2019-12-31,INRZeroCurve,1m,4.95,4.95
2019-12-30,INRZeroCurve,1m,4.90,4.90
2019-12-27,INRZeroCurve,1m,4.90,4.90
2019-12-26,INRZeroCurve,1m,4.90,4.90
2019-12-24,INRZeroCurve,1m,4.90,4.90
2019-12-23,INRZeroCurve,1m,4.90,4.90
2019-12-20,INRZeroCurve,1m,4.97,4.97
2019-12-19,INRZeroCurve,1m,4.95,4.95
2019-12-18,INRZeroCurve,1m,4.93,4.93
2019-12-17,INRZeroCurve,1m,4.97,4.97
2019-12-16,INRZeroCurve,1m,4.99,4.99
2019-12-13,INRZeroCurve,1m,4.94,4.94
2019-12-12,INRZeroCurve,1m,4.93,4.93
2019-12-11,INRZeroCurve,1m,4.88,4.88
2019-12-10,INRZeroCurve,1m,4.99,4.99
2019-12-09,INRZeroCurve,1m,4.92,4.92
2019-12-06,INRZeroCurve,1m,5.03,5.03
2019-12-05,INRZeroCurve,1m,4.97,4.97
2019-12-04,INRZeroCurve,1m,4.90,4.90
2019-12-03,INRZeroCurve,1m,4.91,4.91
2019-12-02,INRZeroCurve,1m,4.94,4.94
2019-11-29,INRZeroCurve,1m,4.95,4.95
2019-11-28,INRZeroCurve,1m,4.91,4.91
2019-11-27,INRZeroCurve,1m,4.94,4.94
2019-11-26,INRZeroCurve,1m,4.99,4.99
2019-11-25,INRZeroCurve,1m,5.05,5.05
2019-11-22,INRZeroCurve,1m,5.01,5.01
2019-11-21,INRZeroCurve,1m,5,5
2019-11-20,INRZeroCurve,1m,4.95,4.95
2019-11-19,INRZeroCurve,1m,5.01,5.01
2019-11-18,INRZeroCurve,1m,5.03,5.03
2019-11-15,INRZeroCurve,1m,5,5
2019-11-14,INRZeroCurve,1m,5,5
2019-11-13,INRZeroCurve,1m,4.99,4.99
2019-11-11,INRZeroCurve,1m,5.05,5.05
2019-11-08,INRZeroCurve,1m,5.10,5.10
2019-11-07,INRZeroCurve,1m,4.99,4.99
2019-11-06,INRZeroCurve,1m,4.97,4.97
2019-11-05,INRZeroCurve,1m,4.97,4.97
2019-11-04,INRZeroCurve,1m,4.94,4.94
2019-11-01,INRZeroCurve,1m,4.88,4.88
2019-10-31,INRZeroCurve,1m,4.90,4.90
2019-10-30,INRZeroCurve,1m,4.93,4.93
2019-10-29,INRZeroCurve,1m,4.95,4.95
2019-10-28,INRZeroCurve,1m,4.95,4.95
2019-10-25,INRZeroCurve,1m,4.89,4.89
2019-10-24,INRZeroCurve,1m,4.93,4.93
2019-10-23,INRZeroCurve,1m,4.95,4.95
2019-10-22,INRZeroCurve,1m,4.94,4.94
2019-10-18,INRZeroCurve,1m,4.94,4.94
2019-10-17,INRZeroCurve,1m,4.96,4.96
2019-10-16,INRZeroCurve,1m,4.90,4.90
2019-10-15,INRZeroCurve,1m,4.88,4.88
2019-10-14,INRZeroCurve,1m,4.95,4.95
2019-10-11,INRZeroCurve,1m,5,5
2019-10-10,INRZeroCurve,1m,5.02,5.02
2019-10-09,INRZeroCurve,1m,5.07,5.07
2019-10-07,INRZeroCurve,1m,5.14,5.14
2019-10-04,INRZeroCurve,1m,5.11,5.11
2019-10-03,INRZeroCurve,1m,5.17,5.17
2019-10-01,INRZeroCurve,1m,5.23,5.23
2019-09-30,INRZeroCurve,1m,5.25,5.25
2019-09-27,INRZeroCurve,1m,5.31,5.31
2019-09-26,INRZeroCurve,1m,5.33,5.33
2019-09-25,INRZeroCurve,1m,5.40,5.40
2019-09-24,INRZeroCurve,1m,5.40,5.40
2019-09-23,INRZeroCurve,1m,5.39,5.39
2019-09-20,INRZeroCurve,1m,5.42,5.42
2019-09-19,INRZeroCurve,1m,5.26,5.26
2019-09-18,INRZeroCurve,1m,5.23,5.23
2019-09-17,INRZeroCurve,1m,5.30,5.30
2019-09-16,INRZeroCurve,1m,5.25,5.25
2019-09-13,INRZeroCurve,1m,5.27,5.27
2019-09-12,INRZeroCurve,1m,5.23,5.23
2019-09-11,INRZeroCurve,1m,5.25,5.25
2019-09-09,INRZeroCurve,1m,5.31,5.31
2019-09-06,INRZeroCurve,1m,5.29,5.29
2019-09-05,INRZeroCurve,1m,5.27,5.27
2019-09-04,INRZeroCurve,1m,5.32,5.32
2019-09-03,INRZeroCurve,1m,5.40,5.40
2019-08-30,INRZeroCurve,1m,5.27,5.27
2019-08-29,INRZeroCurve,1m,5.24,5.24
2019-08-28,INRZeroCurve,1m,5.27,5.27
2019-08-27,INRZeroCurve,1m,5.34,5.34
2019-08-26,INRZeroCurve,1m,5.28,5.28
2019-08-23,INRZeroCurve,1m,5.31,5.31
2019-08-22,INRZeroCurve,1m,5.31,5.31
2019-08-21,INRZeroCurve,1m,5.29,5.29
2019-08-20,INRZeroCurve,1m,5.23,5.23
2019-08-19,INRZeroCurve,1m,5.30,5.30
2019-08-16,INRZeroCurve,1m,5.36,5.36
2019-08-14,INRZeroCurve,1m,5.40,5.40
2019-08-13,INRZeroCurve,1m,5.43,5.43
2019-08-09,INRZeroCurve,1m,5.35,5.35
2019-08-08,INRZeroCurve,1m,5.35,5.35
2019-08-07,INRZeroCurve,1m,5.34,5.34
2019-08-06,INRZeroCurve,1m,5.46,5.46
2019-08-05,INRZeroCurve,1m,5.49,5.49
2019-08-02,INRZeroCurve,1m,5.59,5.59
2019-08-01,INRZeroCurve,1m,5.51,5.51
2019-07-31,INRZeroCurve,1m,5.78,5.78
2019-07-30,INRZeroCurve,1m,5.77,5.77
2019-07-29,INRZeroCurve,1m,5.75,5.75
2019-07-26,INRZeroCurve,1m,5.68,5.68
2019-07-25,INRZeroCurve,1m,5.59,5.59
2019-07-24,INRZeroCurve,1m,5.65,5.65
2019-07-23,INRZeroCurve,1m,5.69,5.69
2019-07-22,INRZeroCurve,1m,5.67,5.67
2019-07-19,INRZeroCurve,1m,5.50,5.50
2019-07-18,INRZeroCurve,1m,5.51,5.51
2019-07-17,INRZeroCurve,1m,5.67,5.67
2019-07-16,INRZeroCurve,1m,5.56,5.56
2019-07-15,INRZeroCurve,1m,5.80,5.80
2019-07-12,INRZeroCurve,1m,5.79,5.79
2019-07-11,INRZeroCurve,1m,5.73,5.73
2019-07-10,INRZeroCurve,1m,5.74,5.74
2019-07-09,INRZeroCurve,1m,5.82,5.82
2019-07-08,INRZeroCurve,1m,5.62,5.62
2019-07-05,INRZeroCurve,1m,5.79,5.79
2019-07-04,INRZeroCurve,1m,5.74,5.74
2019-07-03,INRZeroCurve,1m,5.83,5.83
2019-07-02,INRZeroCurve,1m,5.85,5.85
2019-07-01,INRZeroCurve,1m,5.90,5.90
2019-06-28,INRZeroCurve,1m,5.87,5.87
2019-06-27,INRZeroCurve,1m,5.89,5.89
2019-06-26,INRZeroCurve,1m,5.89,5.89
2019-06-25,INRZeroCurve,1m,5.89,5.89
2019-06-24,INRZeroCurve,1m,5.83,5.83
2019-06-21,INRZeroCurve,1m,5.76,5.76
2019-06-20,INRZeroCurve,1m,5.80,5.80
2019-06-19,INRZeroCurve,1m,5.89,5.89
2019-06-18,INRZeroCurve,1m,5.87,5.87
2019-06-17,INRZeroCurve,1m,5.80,5.80
2019-06-14,INRZeroCurve,1m,5.85,5.85
2019-06-13,INRZeroCurve,1m,5.82,5.82
2019-06-12,INRZeroCurve,1m,5.82,5.82
2019-06-11,INRZeroCurve,1m,5.85,5.85
2019-06-10,INRZeroCurve,1m,5.87,5.87
2019-06-07,INRZeroCurve,1m,5.81,5.81
2019-06-06,INRZeroCurve,1m,5.81,5.81
2019-06-04,INRZeroCurve,1m,5.92,5.92
2019-06-03,INRZeroCurve,1m,6,6
2019-05-31,INRZeroCurve,1m,6.05,6.05
2019-05-30,INRZeroCurve,1m,6.05,6.05
2019-05-29,INRZeroCurve,1m,6.13,6.13
2019-05-28,INRZeroCurve,1m,6.16,6.16
2019-05-27,INRZeroCurve,1m,6.13,6.13
2019-05-24,INRZeroCurve,1m,6.17,6.17
2019-05-23,INRZeroCurve,1m,6.14,6.14
2019-05-22,INRZeroCurve,1m,6.15,6.15
2019-05-21,INRZeroCurve,1m,6.29,6.29
2019-05-20,INRZeroCurve,1m,6.20,6.20
2019-05-17,INRZeroCurve,1m,6.16,6.16
2019-05-16,INRZeroCurve,1m,6.19,6.19
2019-05-15,INRZeroCurve,1m,6.20,6.20
2019-05-14,INRZeroCurve,1m,6.19,6.19
2019-05-13,INRZeroCurve,1m,6.18,6.18
2019-05-10,INRZeroCurve,1m,6.18,6.18
2019-05-09,INRZeroCurve,1m,6.25,6.25
2019-05-08,INRZeroCurve,1m,6.22,6.22
2019-05-07,INRZeroCurve,1m,6.22,6.22
2019-05-06,INRZeroCurve,1m,6.20,6.20
2019-05-03,INRZeroCurve,1m,6.25,6.25
2019-05-02,INRZeroCurve,1m,6.22,6.22
2019-04-30,INRZeroCurve,1m,6.25,6.25
2019-04-26,INRZeroCurve,1m,6.36,6.36
2019-04-25,INRZeroCurve,1m,6.24,6.24
2019-04-24,INRZeroCurve,1m,6.24,6.24
2019-04-23,INRZeroCurve,1m,6.20,6.20
2019-04-22,INRZeroCurve,1m,6.15,6.15
2019-04-18,INRZeroCurve,1m,6.18,6.18
2019-04-16,INRZeroCurve,1m,6.17,6.17
2019-04-15,INRZeroCurve,1m,6.14,6.14
2019-04-12,INRZeroCurve,1m,6.14,6.14
2019-04-11,INRZeroCurve,1m,6.13,6.13
2019-04-10,INRZeroCurve,1m,6.15,6.15
2019-04-09,INRZeroCurve,1m,6.16,6.16
2019-04-08,INRZeroCurve,1m,6.15,6.15
2019-04-05,INRZeroCurve,1m,6.08,6.08
2019-04-04,INRZeroCurve,1m,6.05,6.05
2019-04-03,INRZeroCurve,1m,6.11,6.11
2019-04-02,INRZeroCurve,1m,6.02,6.02
2019-04-01,INRZeroCurve,1m,6.02,6.02
2019-03-28,INRZeroCurve,1m,6,6
2019-03-27,INRZeroCurve,1m,6.23,6.23
2019-03-26,INRZeroCurve,1m,6.20,6.20
2019-03-25,INRZeroCurve,1m,6.10,6.10
2019-03-22,INRZeroCurve,1m,6.20,6.20
2019-03-20,INRZeroCurve,1m,6.20,6.20
2019-03-19,INRZeroCurve,1m,6.20,6.20
2019-03-18,INRZeroCurve,1m,6.23,6.23
2019-03-15,INRZeroCurve,1m,6.24,6.24
2019-03-14,INRZeroCurve,1m,6.30,6.30
2019-03-13,INRZeroCurve,1m,6.29,6.29
2019-03-12,INRZeroCurve,1m,6.31,6.31
2019-03-11,INRZeroCurve,1m,6.31,6.31
2019-03-08,INRZeroCurve,1m,6.35,6.35
2019-03-07,INRZeroCurve,1m,6.34,6.34
2019-03-06,INRZeroCurve,1m,6.28,6.28
2019-03-05,INRZeroCurve,1m,6.33,6.33
2019-03-01,INRZeroCurve,1m,6.45,6.45
2019-02-28,INRZeroCurve,1m,6.40,6.40
2019-02-27,INRZeroCurve,1m,6.41,6.41
2019-02-26,INRZeroCurve,1m,6.39,6.39
2019-02-25,INRZeroCurve,1m,6.40,6.40
2019-02-22,INRZeroCurve,1m,6.40,6.40
2019-02-21,INRZeroCurve,1m,6.34,6.34
2019-02-20,INRZeroCurve,1m,6.35,6.35
2019-02-19,INRZeroCurve,1m,6.35,6.35
2019-02-18,INRZeroCurve,1m,6.32,6.32
2019-02-15,INRZeroCurve,1m,6.32,6.32
2019-02-14,INRZeroCurve,1m,6.32,6.32
2019-02-12,INRZeroCurve,1m,6.36,6.36
2019-02-11,INRZeroCurve,1m,6.38,6.38
2019-02-08,INRZeroCurve,1m,6.34,6.34
2019-02-07,INRZeroCurve,1m,6.32,6.32
2019-02-06,INRZeroCurve,1m,6.48,6.48
2019-02-05,INRZeroCurve,1m,6.50,6.50
2019-02-04,INRZeroCurve,1m,6.53,6.53
2019-02-01,INRZeroCurve,1m,6.46,6.46
2019-01-31,INRZeroCurve,1m,6.49,6.49
2019-01-30,INRZeroCurve,1m,6.38,6.38
2019-01-29,INRZeroCurve,1m,6.45,6.45
2019-01-28,INRZeroCurve,1m,6.45,6.45
2019-01-25,INRZeroCurve,1m,6.44,6.44
2019-01-24,INRZeroCurve,1m,6.47,6.47
2019-01-23,INRZeroCurve,1m,6.51,6.51
2019-01-22,INRZeroCurve,1m,6.55,6.55
2019-01-21,INRZeroCurve,1m,6.51,6.51
2019-01-18,INRZeroCurve,1m,6.48,6.48
2019-01-17,INRZeroCurve,1m,6.46,6.46
2019-01-16,INRZeroCurve,1m,6.40,6.40
2019-01-15,INRZeroCurve,1m,6.41,6.41
2019-01-14,INRZeroCurve,1m,6.42,6.42
2019-01-11,INRZeroCurve,1m,6.41,6.41
2019-01-10,INRZeroCurve,1m,6.42,6.42
2019-01-09,INRZeroCurve,1m,6.52,6.52
2019-01-08,INRZeroCurve,1m,6.54,6.54
2019-01-07,INRZeroCurve,1m,6.43,6.43
2019-01-04,INRZeroCurve,1m,6.55,6.55
2019-01-03,INRZeroCurve,1m,6.49,6.49
2019-01-02,INRZeroCurve,1m,6.51,6.51
2019-01-01,INRZeroCurve,1m,6.50,6.50
2018-12-31,INRZeroCurve,1m,6.61,6.61
2018-12-28,INRZeroCurve,1m,6.65,6.65
2018-12-27,INRZeroCurve,1m,6.65,6.65
2018-12-26,INRZeroCurve,1m,6.64,6.64
2018-12-24,INRZeroCurve,1m,6.59,6.59
2018-12-21,INRZeroCurve,1m,6.65,6.65
2018-12-20,INRZeroCurve,1m,6.58,6.58
2018-12-19,INRZeroCurve,1m,6.59,6.59
2019-12-31,INRZeroCurve,025m,5.04,5.04
2019-12-30,INRZeroCurve,025m,5,5
2019-12-27,INRZeroCurve,025m,4.96,4.96
2019-12-26,INRZeroCurve,025m,5.01,5.01
2019-12-24,INRZeroCurve,025m,5.02,5.02
2019-12-23,INRZeroCurve,025m,4.99,4.99
2019-12-20,INRZeroCurve,025m,5.01,5.01
2019-12-19,INRZeroCurve,025m,4.99,4.99
2019-12-18,INRZeroCurve,025m,5,5
2019-12-17,INRZeroCurve,025m,5.03,5.03
2019-12-16,INRZeroCurve,025m,5.01,5.01
2019-12-13,INRZeroCurve,025m,5,5
2019-12-12,INRZeroCurve,025m,5.02,5.02
2019-12-11,INRZeroCurve,025m,4.99,4.99
2019-12-10,INRZeroCurve,025m,5,5
2019-12-09,INRZeroCurve,025m,5.04,5.04
2019-12-06,INRZeroCurve,025m,5.03,5.03
2019-12-05,INRZeroCurve,025m,4.95,4.95
2019-12-04,INRZeroCurve,025m,4.88,4.88
2019-12-03,INRZeroCurve,025m,4.91,4.91
2019-12-02,INRZeroCurve,025m,4.94,4.94
2019-11-29,INRZeroCurve,025m,4.88,4.88
2019-11-28,INRZeroCurve,025m,4.95,4.95
2019-11-27,INRZeroCurve,025m,5.02,5.02
2019-11-26,INRZeroCurve,025m,5.06,5.06
2019-11-25,INRZeroCurve,025m,5.03,5.03
2019-11-22,INRZeroCurve,025m,5.02,5.02
2019-11-21,INRZeroCurve,025m,5.02,5.02
2019-11-20,INRZeroCurve,025m,5.01,5.01
2019-11-19,INRZeroCurve,025m,5.04,5.04
2019-11-18,INRZeroCurve,025m,5.04,5.04
2019-11-15,INRZeroCurve,025m,5.04,5.04
2019-11-14,INRZeroCurve,025m,5.05,5.05
2019-11-13,INRZeroCurve,025m,5.05,5.05
2019-11-11,INRZeroCurve,025m,5.07,5.07
2019-11-08,INRZeroCurve,025m,5.07,5.07
2019-11-07,INRZeroCurve,025m,5.05,5.05
2019-11-06,INRZeroCurve,025m,5.03,5.03
2019-11-05,INRZeroCurve,025m,5.04,5.04
2019-11-04,INRZeroCurve,025m,5.03,5.03
2019-11-01,INRZeroCurve,025m,5,5
2019-10-31,INRZeroCurve,025m,5.02,5.02
2019-10-30,INRZeroCurve,025m,5.05,5.05
2019-10-29,INRZeroCurve,025m,5.05,5.05
2019-10-28,INRZeroCurve,025m,5.05,5.05
2019-10-25,INRZeroCurve,025m,5.04,5.04
2019-10-24,INRZeroCurve,025m,5.08,5.08
2019-10-23,INRZeroCurve,025m,5.06,5.06
2019-10-22,INRZeroCurve,025m,5.06,5.06
2019-10-18,INRZeroCurve,025m,5.06,5.06
2019-10-17,INRZeroCurve,025m,5.07,5.07
2019-10-16,INRZeroCurve,025m,5.11,5.11
2019-10-15,INRZeroCurve,025m,5.10,5.10
2019-10-14,INRZeroCurve,025m,5.12,5.12
2019-10-11,INRZeroCurve,025m,5.17,5.17
2019-10-10,INRZeroCurve,025m,5.18,5.18
2019-10-09,INRZeroCurve,025m,5.20,5.20
2019-10-07,INRZeroCurve,025m,5.20,5.20
2019-10-04,INRZeroCurve,025m,5.17,5.17
2019-10-03,INRZeroCurve,025m,5.23,5.23
2019-10-01,INRZeroCurve,025m,5.32,5.32
2019-09-30,INRZeroCurve,025m,5.24,5.24
2019-09-27,INRZeroCurve,025m,5.32,5.32
2019-09-26,INRZeroCurve,025m,5.38,5.38
2019-09-25,INRZeroCurve,025m,5.37,5.37
2019-09-24,INRZeroCurve,025m,5.41,5.41
2019-09-23,INRZeroCurve,025m,5.42,5.42
2019-09-20,INRZeroCurve,025m,5.33,5.33
2019-09-19,INRZeroCurve,025m,5.28,5.28
2019-09-18,INRZeroCurve,025m,5.28,5.28
2019-09-17,INRZeroCurve,025m,5.31,5.31
2019-09-16,INRZeroCurve,025m,5.31,5.31
2019-09-13,INRZeroCurve,025m,5.33,5.33
2019-09-12,INRZeroCurve,025m,5.29,5.29
2019-09-11,INRZeroCurve,025m,5.32,5.32
2019-09-09,INRZeroCurve,025m,5.36,5.36
2019-09-06,INRZeroCurve,025m,5.33,5.33
2019-09-05,INRZeroCurve,025m,5.34,5.34
2019-09-04,INRZeroCurve,025m,5.36,5.36
2019-09-03,INRZeroCurve,025m,5.39,5.39
2019-08-30,INRZeroCurve,025m,5.43,5.43
2019-08-29,INRZeroCurve,025m,5.38,5.38
2019-08-28,INRZeroCurve,025m,5.41,5.41
2019-08-27,INRZeroCurve,025m,5.41,5.41
2019-08-26,INRZeroCurve,025m,5.44,5.44
2019-08-23,INRZeroCurve,025m,5.45,5.45
2019-08-22,INRZeroCurve,025m,5.39,5.39
2019-08-21,INRZeroCurve,025m,5.45,5.45
2019-08-20,INRZeroCurve,025m,5.47,5.47
2019-08-19,INRZeroCurve,025m,5.45,5.45
2019-08-16,INRZeroCurve,025m,5.44,5.44
2019-08-14,INRZeroCurve,025m,5.49,5.49
2019-08-13,INRZeroCurve,025m,5.43,5.43
2019-08-09,INRZeroCurve,025m,5.44,5.44
2019-08-08,INRZeroCurve,025m,5.46,5.46
2019-08-07,INRZeroCurve,025m,5.41,5.41
2019-08-06,INRZeroCurve,025m,5.62,5.62
2019-08-05,INRZeroCurve,025m,5.65,5.65
2019-08-02,INRZeroCurve,025m,5.54,5.54
2019-08-01,INRZeroCurve,025m,5.66,5.66
2019-07-31,INRZeroCurve,025m,5.66,5.66
2019-07-30,INRZeroCurve,025m,5.74,5.74
2019-07-29,INRZeroCurve,025m,5.76,5.76
2019-07-26,INRZeroCurve,025m,5.75,5.75
2019-07-25,INRZeroCurve,025m,5.74,5.74
2019-07-24,INRZeroCurve,025m,5.74,5.74
2019-07-23,INRZeroCurve,025m,5.75,5.75
2019-07-22,INRZeroCurve,025m,5.72,5.72
2019-07-19,INRZeroCurve,025m,5.76,5.76
2019-07-18,INRZeroCurve,025m,5.71,5.71
2019-07-17,INRZeroCurve,025m,5.73,5.73
2019-07-16,INRZeroCurve,025m,5.78,5.78
2019-07-15,INRZeroCurve,025m,5.77,5.77
2019-07-12,INRZeroCurve,025m,5.80,5.80
2019-07-11,INRZeroCurve,025m,5.81,5.81
2019-07-10,INRZeroCurve,025m,5.80,5.80
2019-07-09,INRZeroCurve,025m,5.85,5.85
2019-07-08,INRZeroCurve,025m,5.82,5.82
2019-07-05,INRZeroCurve,025m,5.86,5.86
2019-07-04,INRZeroCurve,025m,5.97,5.97
2019-07-03,INRZeroCurve,025m,5.94,5.94
2019-07-02,INRZeroCurve,025m,5.95,5.95
2019-07-01,INRZeroCurve,025m,5.97,5.97
2019-06-28,INRZeroCurve,025m,5.98,5.98
2019-06-27,INRZeroCurve,025m,5.98,5.98
2019-06-26,INRZeroCurve,025m,6,6
2019-06-25,INRZeroCurve,025m,5.93,5.93
2019-06-24,INRZeroCurve,025m,5.95,5.95
2019-06-21,INRZeroCurve,025m,5.92,5.92
2019-06-20,INRZeroCurve,025m,5.93,5.93
2019-06-19,INRZeroCurve,025m,5.95,5.95
2019-06-18,INRZeroCurve,025m,6.01,6.01
2019-06-17,INRZeroCurve,025m,5.93,5.93
2019-06-14,INRZeroCurve,025m,6.03,6.03
2019-06-13,INRZeroCurve,025m,5.95,5.95
2019-06-12,INRZeroCurve,025m,5.94,5.94
2019-06-11,INRZeroCurve,025m,5.94,5.94
2019-06-10,INRZeroCurve,025m,5.88,5.88
2019-06-07,INRZeroCurve,025m,5.88,5.88
2019-06-06,INRZeroCurve,025m,5.89,5.89
2019-06-04,INRZeroCurve,025m,6.06,6.06
2019-06-03,INRZeroCurve,025m,6.03,6.03
2019-05-31,INRZeroCurve,025m,6.13,6.13
2019-05-30,INRZeroCurve,025m,6.16,6.16
2019-05-29,INRZeroCurve,025m,6.19,6.19
2019-05-28,INRZeroCurve,025m,6.20,6.20
2019-05-27,INRZeroCurve,025m,6.21,6.21
2019-05-24,INRZeroCurve,025m,6.18,6.18
2019-05-23,INRZeroCurve,025m,6.27,6.27
2019-05-22,INRZeroCurve,025m,6.35,6.35
2019-05-21,INRZeroCurve,025m,6.20,6.20
2019-05-20,INRZeroCurve,025m,6.33,6.33
2019-05-17,INRZeroCurve,025m,6.32,6.32
2019-05-16,INRZeroCurve,025m,6.34,6.34
2019-05-15,INRZeroCurve,025m,6.37,6.37
2019-05-14,INRZeroCurve,025m,6.36,6.36
2019-05-13,INRZeroCurve,025m,6.43,6.43
2019-05-10,INRZeroCurve,025m,6.43,6.43
2019-05-09,INRZeroCurve,025m,6.43,6.43
2019-05-08,INRZeroCurve,025m,6.47,6.47
2019-05-07,INRZeroCurve,025m,6.44,6.44
2019-05-06,INRZeroCurve,025m,6.42,6.42
2019-05-03,INRZeroCurve,025m,6.44,6.44
2019-05-02,INRZeroCurve,025m,6.43,6.43
2019-04-30,INRZeroCurve,025m,6.43,6.43
2019-04-26,INRZeroCurve,025m,6.38,6.38
2019-04-25,INRZeroCurve,025m,6.37,6.37
2019-04-24,INRZeroCurve,025m,6.39,6.39
2019-04-23,INRZeroCurve,025m,6.36,6.36
2019-04-22,INRZeroCurve,025m,6.40,6.40
2019-04-18,INRZeroCurve,025m,6.33,6.33
2019-04-16,INRZeroCurve,025m,6.32,6.32
2019-04-15,INRZeroCurve,025m,6.30,6.30
2019-04-12,INRZeroCurve,025m,6.29,6.29
2019-04-11,INRZeroCurve,025m,6.28,6.28
2019-04-10,INRZeroCurve,025m,6.26,6.26
2019-04-09,INRZeroCurve,025m,6.19,6.19
2019-04-08,INRZeroCurve,025m,6.21,6.21
2019-04-05,INRZeroCurve,025m,6.18,6.18
2019-04-04,INRZeroCurve,025m,6.21,6.21
2019-04-03,INRZeroCurve,025m,6.21,6.21
2019-04-02,INRZeroCurve,025m,6.22,6.22
2019-04-01,INRZeroCurve,025m,6.22,6.22
2019-03-28,INRZeroCurve,025m,6.20,6.20
2019-03-27,INRZeroCurve,025m,6.27,6.27
2019-03-26,INRZeroCurve,025m,6.29,6.29
2019-03-25,INRZeroCurve,025m,6.24,6.24
2019-03-22,INRZeroCurve,025m,6.29,6.29
2019-03-20,INRZeroCurve,025m,6.30,6.30
2019-03-19,INRZeroCurve,025m,6.26,6.26
2019-03-18,INRZeroCurve,025m,6.30,6.30
2019-03-15,INRZeroCurve,025m,6.29,6.29
2019-03-14,INRZeroCurve,025m,6.32,6.32
2019-03-13,INRZeroCurve,025m,6.36,6.36
2019-03-12,INRZeroCurve,025m,6.37,6.37
2019-03-11,INRZeroCurve,025m,6.36,6.36
2019-03-08,INRZeroCurve,025m,6.41,6.41
2019-03-07,INRZeroCurve,025m,6.40,6.40
2019-03-06,INRZeroCurve,025m,6.40,6.40
2019-03-05,INRZeroCurve,025m,6.40,6.40
2019-03-01,INRZeroCurve,025m,6.40,6.40
2019-02-28,INRZeroCurve,025m,6.40,6.40
2019-02-27,INRZeroCurve,025m,6.40,6.40
2019-02-26,INRZeroCurve,025m,6.37,6.37
2019-02-25,INRZeroCurve,025m,6.40,6.40
2019-02-22,INRZeroCurve,025m,6.38,6.38
2019-02-21,INRZeroCurve,025m,6.38,6.38
2019-02-20,INRZeroCurve,025m,6.40,6.40
2019-02-19,INRZeroCurve,025m,6.40,6.40
2019-02-18,INRZeroCurve,025m,6.40,6.40
2019-02-15,INRZeroCurve,025m,6.34,6.34
2019-02-14,INRZeroCurve,025m,6.35,6.35
2019-02-12,INRZeroCurve,025m,6.38,6.38
2019-02-11,INRZeroCurve,025m,6.40,6.40
2019-02-08,INRZeroCurve,025m,6.35,6.35
2019-02-07,INRZeroCurve,025m,6.36,6.36
2019-02-06,INRZeroCurve,025m,6.56,6.56
2019-02-05,INRZeroCurve,025m,6.63,6.63
2019-02-04,INRZeroCurve,025m,6.60,6.60
2019-02-01,INRZeroCurve,025m,6.57,6.57
2019-01-31,INRZeroCurve,025m,6.50,6.50
2019-01-30,INRZeroCurve,025m,6.55,6.55
2019-01-29,INRZeroCurve,025m,6.58,6.58
2019-01-28,INRZeroCurve,025m,6.54,6.54
2019-01-25,INRZeroCurve,025m,6.54,6.54
2019-01-24,INRZeroCurve,025m,6.55,6.55
2019-01-23,INRZeroCurve,025m,6.59,6.59
2019-01-22,INRZeroCurve,025m,6.58,6.58
2019-01-21,INRZeroCurve,025m,6.56,6.56
2019-01-18,INRZeroCurve,025m,6.58,6.58
2019-01-17,INRZeroCurve,025m,6.60,6.60
2019-01-16,INRZeroCurve,025m,6.64,6.64
2019-01-15,INRZeroCurve,025m,6.63,6.63
2019-01-14,INRZeroCurve,025m,6.64,6.64
2019-01-11,INRZeroCurve,025m,6.62,6.62
2019-01-10,INRZeroCurve,025m,6.61,6.61
2019-01-09,INRZeroCurve,025m,6.63,6.63
2019-01-08,INRZeroCurve,025m,6.61,6.61
2019-01-07,INRZeroCurve,025m,6.60,6.60
2019-01-04,INRZeroCurve,025m,6.56,6.56
2019-01-03,INRZeroCurve,025m,6.60,6.60
2019-01-02,INRZeroCurve,025m,6.62,6.62
2019-01-01,INRZeroCurve,025m,6.61,6.61
2018-12-31,INRZeroCurve,025m,6.75,6.75
2018-12-28,INRZeroCurve,025m,6.73,6.73
2018-12-27,INRZeroCurve,025m,6.66,6.66
2018-12-26,INRZeroCurve,025m,6.66,6.66
2018-12-24,INRZeroCurve,025m,6.74,6.74
2018-12-21,INRZeroCurve,025m,6.74,6.74
2018-12-20,INRZeroCurve,025m,6.59,6.59
2018-12-19,INRZeroCurve,025m,6.60,6.60
2019-12-31,INRZeroCurve,050m,5.17,5.17
2019-12-30,INRZeroCurve,050m,5.20,5.20
2019-12-27,INRZeroCurve,050m,5.17,5.17
2019-12-26,INRZeroCurve,050m,5.16,5.16
2019-12-24,INRZeroCurve,050m,5.20,5.20
2019-12-23,INRZeroCurve,050m,5.19,5.19
2019-12-20,INRZeroCurve,050m,5.21,5.21
2019-12-19,INRZeroCurve,050m,5.19,5.19
2019-12-18,INRZeroCurve,050m,5.18,5.18
2019-12-17,INRZeroCurve,050m,5.20,5.20
2019-12-16,INRZeroCurve,050m,5.15,5.15
2019-12-13,INRZeroCurve,050m,5.16,5.16
2019-12-12,INRZeroCurve,050m,5.17,5.17
2019-12-11,INRZeroCurve,050m,5.17,5.17
2019-12-10,INRZeroCurve,050m,5.14,5.14
2019-12-09,INRZeroCurve,050m,5.11,5.11
2019-12-06,INRZeroCurve,050m,5.15,5.15
