date,curve,tenor,rate,rate_stressed
31-12-2019,INRZeroCurve,1m,4.95,4.95
30-12-2019,INRZeroCurve,1m,4.9,4.9
27-12-2019,INRZeroCurve,1m,4.9,4.9
26-12-2019,INRZeroCurve,1m,4.9,4.9
24-12-2019,INRZeroCurve,1m,4.9,4.9
23-12-2019,INRZeroCurve,1m,4.9,4.9
20-12-2019,INRZeroCurve,1m,4.97,4.97
19-12-2019,INRZeroCurve,1m,4.95,4.95
18-12-2019,INRZeroCurve,1m,4.93,4.93
17-12-2019,INRZeroCurve,1m,4.97,4.97
16-12-2019,INRZeroCurve,1m,4.99,4.99
13-12-2019,INRZeroCurve,1m,4.94,4.94
12-12-2019,INRZeroCurve,1m,4.93,4.93
11-12-2019,INRZeroCurve,1m,4.88,4.88
10-12-2019,INRZeroCurve,1m,4.99,4.99
09-12-2019,INRZeroCurve,1m,4.92,4.92
06-12-2019,INRZeroCurve,1m,5.03,5.03
05-12-2019,INRZeroCurve,1m,4.97,4.97
04-12-2019,INRZeroCurve,1m,4.9,4.9
03-12-2019,INRZeroCurve,1m,4.91,4.91
02-12-2019,INRZeroCurve,1m,4.94,4.94
29-11-2019,INRZeroCurve,1m,4.95,4.95
28-11-2019,INRZeroCurve,1m,4.91,4.91
27-11-2019,INRZeroCurve,1m,4.94,4.94
26-11-2019,INRZeroCurve,1m,4.99,4.99
25-11-2019,INRZeroCurve,1m,5.05,5.05
22-11-2019,INRZeroCurve,1m,5.01,5.01
21-11-2019,INRZeroCurve,1m,5,5
20-11-2019,INRZeroCurve,1m,4.95,4.95
19-11-2019,INRZeroCurve,1m,5.01,5.01
18-11-2019,INRZeroCurve,1m,5.03,5.03
15-11-2019,INRZeroCurve,1m,5,5
14-11-2019,INRZeroCurve,1m,5,5
13-11-2019,INRZeroCurve,1m,4.99,4.99
11-11-2019,INRZeroCurve,1m,5.05,5.05
08-11-2019,INRZeroCurve,1m,5.1,5.1
07-11-2019,INRZeroCurve,1m,4.99,4.99
06-11-2019,INRZeroCurve,1m,4.97,4.97
05-11-2019,INRZeroCurve,1m,4.97,4.97
04-11-2019,INRZeroCurve,1m,4.94,4.94
01-11-2019,INRZeroCurve,1m,4.88,4.88
31-10-2019,INRZeroCurve,1m,4.9,4.9
30-10-2019,INRZeroCurve,1m,4.93,4.93
29-10-2019,INRZeroCurve,1m,4.95,4.95
28-10-2019,INRZeroCurve,1m,4.95,4.95
25-10-2019,INRZeroCurve,1m,4.89,4.89
24-10-2019,INRZeroCurve,1m,4.93,4.93
23-10-2019,INRZeroCurve,1m,4.95,4.95
22-10-2019,INRZeroCurve,1m,4.94,4.94
18-10-2019,INRZeroCurve,1m,4.94,4.94
17-10-2019,INRZeroCurve,1m,4.96,4.96
16-10-2019,INRZeroCurve,1m,4.9,4.9
15-10-2019,INRZeroCurve,1m,4.88,4.88
14-10-2019,INRZeroCurve,1m,4.95,4.95
11-10-2019,INRZeroCurve,1m,5,5
10-10-2019,INRZeroCurve,1m,5.02,5.02
09-10-2019,INRZeroCurve,1m,5.07,5.07
07-10-2019,INRZeroCurve,1m,5.14,5.14
04-10-2019,INRZeroCurve,1m,5.11,5.11
03-10-2019,INRZeroCurve,1m,5.17,5.17
01-10-2019,INRZeroCurve,1m,5.23,5.23
30-09-2019,INRZeroCurve,1m,5.25,5.25
27-09-2019,INRZeroCurve,1m,5.31,5.31
26-09-2019,INRZeroCurve,1m,5.33,5.33
25-09-2019,INRZeroCurve,1m,5.4,5.4
24-09-2019,INRZeroCurve,1m,5.4,5.4
23-09-2019,INRZeroCurve,1m,5.39,5.39
20-09-2019,INRZeroCurve,1m,5.42,5.42
19-09-2019,INRZeroCurve,1m,5.26,5.26
18-09-2019,INRZeroCurve,1m,5.23,5.23
17-09-2019,INRZeroCurve,1m,5.3,5.3
16-09-2019,INRZeroCurve,1m,5.25,5.25
13-09-2019,INRZeroCurve,1m,5.27,5.27
12-09-2019,INRZeroCurve,1m,5.23,5.23
11-09-2019,INRZeroCurve,1m,5.25,5.25
09-09-2019,INRZeroCurve,1m,5.31,5.31
06-09-2019,INRZeroCurve,1m,5.29,5.29
05-09-2019,INRZeroCurve,1m,5.27,5.27
04-09-2019,INRZeroCurve,1m,5.32,5.32
03-09-2019,INRZeroCurve,1m,5.4,5.4
30-08-2019,INRZeroCurve,1m,5.27,5.27
29-08-2019,INRZeroCurve,1m,5.24,5.24
28-08-2019,INRZeroCurve,1m,5.27,5.27
27-08-2019,INRZeroCurve,1m,5.34,5.34
26-08-2019,INRZeroCurve,1m,5.28,5.28
23-08-2019,INRZeroCurve,1m,5.31,5.31
22-08-2019,INRZeroCurve,1m,5.31,5.31
21-08-2019,INRZeroCurve,1m,5.29,5.29
20-08-2019,INRZeroCurve,1m,5.23,5.23
19-08-2019,INRZeroCurve,1m,5.3,5.3
16-08-2019,INRZeroCurve,1m,5.36,5.36
14-08-2019,INRZeroCurve,1m,5.4,5.4
13-08-2019,INRZeroCurve,1m,5.43,5.43
09-08-2019,INRZeroCurve,1m,5.35,5.35
08-08-2019,INRZeroCurve,1m,5.35,5.35
07-08-2019,INRZeroCurve,1m,5.34,5.34
06-08-2019,INRZeroCurve,1m,5.46,5.46
05-08-2019,INRZeroCurve,1m,5.49,5.49
02-08-2019,INRZeroCurve,1m,5.59,5.59
01-08-2019,INRZeroCurve,1m,5.51,5.51
31-07-2019,INRZeroCurve,1m,5.78,5.78
30-07-2019,INRZeroCurve,1m,5.77,5.77
29-07-2019,INRZeroCurve,1m,5.75,5.75
26-07-2019,INRZeroCurve,1m,5.68,5.68
25-07-2019,INRZeroCurve,1m,5.59,5.59
24-07-2019,INRZeroCurve,1m,5.65,5.65
23-07-2019,INRZeroCurve,1m,5.69,5.69
22-07-2019,INRZeroCurve,1m,5.67,5.67
19-07-2019,INRZeroCurve,1m,5.5,5.5
18-07-2019,INRZeroCurve,1m,5.51,5.51
17-07-2019,INRZeroCurve,1m,5.67,5.67
16-07-2019,INRZeroCurve,1m,5.56,5.56
15-07-2019,INRZeroCurve,1m,5.8,5.8
12-07-2019,INRZeroCurve,1m,5.79,5.79
11-07-2019,INRZeroCurve,1m,5.73,5.73
10-07-2019,INRZeroCurve,1m,5.74,5.74
09-07-2019,INRZeroCurve,1m,5.82,5.82
08-07-2019,INRZeroCurve,1m,5.62,5.62
05-07-2019,INRZeroCurve,1m,5.79,5.79
04-07-2019,INRZeroCurve,1m,5.74,5.74
03-07-2019,INRZeroCurve,1m,5.83,5.83
02-07-2019,INRZeroCurve,1m,5.85,5.85
01-07-2019,INRZeroCurve,1m,5.9,5.9
28-06-2019,INRZeroCurve,1m,5.87,5.87
27-06-2019,INRZeroCurve,1m,5.89,5.89
26-06-2019,INRZeroCurve,1m,5.89,5.89
25-06-2019,INRZeroCurve,1m,5.89,5.89
24-06-2019,INRZeroCurve,1m,5.83,5.83
21-06-2019,INRZeroCurve,1m,5.76,5.76
20-06-2019,INRZeroCurve,1m,5.8,5.8
19-06-2019,INRZeroCurve,1m,5.89,5.89
18-06-2019,INRZeroCurve,1m,5.87,5.87
17-06-2019,INRZeroCurve,1m,5.8,5.8
14-06-2019,INRZeroCurve,1m,5.85,5.85
13-06-2019,INRZeroCurve,1m,5.82,5.82
12-06-2019,INRZeroCurve,1m,5.82,5.82
11-06-2019,INRZeroCurve,1m,5.85,5.85
10-06-2019,INRZeroCurve,1m,5.87,5.87
07-06-2019,INRZeroCurve,1m,5.81,5.81
06-06-2019,INRZeroCurve,1m,5.81,5.81
04-06-2019,INRZeroCurve,1m,5.92,5.92
03-06-2019,INRZeroCurve,1m,6,6
31-05-2019,INRZeroCurve,1m,6.05,6.05
30-05-2019,INRZeroCurve,1m,6.05,6.05
29-05-2019,INRZeroCurve,1m,6.13,6.13
28-05-2019,INRZeroCurve,1m,6.16,6.16
27-05-2019,INRZeroCurve,1m,6.13,6.13
24-05-2019,INRZeroCurve,1m,6.17,6.17
23-05-2019,INRZeroCurve,1m,6.14,6.14
22-05-2019,INRZeroCurve,1m,6.15,6.15
21-05-2019,INRZeroCurve,1m,6.29,6.29
20-05-2019,INRZeroCurve,1m,6.2,6.2
17-05-2019,INRZeroCurve,1m,6.16,6.16
16-05-2019,INRZeroCurve,1m,6.19,6.19
15-05-2019,INRZeroCurve,1m,6.2,6.2
14-05-2019,INRZeroCurve,1m,6.19,6.19
13-05-2019,INRZeroCurve,1m,6.18,6.18
10-05-2019,INRZeroCurve,1m,6.18,6.18
09-05-2019,INRZeroCurve,1m,6.25,6.25
08-05-2019,INRZeroCurve,1m,6.22,6.22
07-05-2019,INRZeroCurve,1m,6.22,6.22
06-05-2019,INRZeroCurve,1m,6.2,6.2
03-05-2019,INRZeroCurve,1m,6.25,6.25
02-05-2019,INRZeroCurve,1m,6.22,6.22
30-04-2019,INRZeroCurve,1m,6.25,6.25
26-04-2019,INRZeroCurve,1m,6.36,6.36
25-04-2019,INRZeroCurve,1m,6.24,6.24
24-04-2019,INRZeroCurve,1m,6.24,6.24
23-04-2019,INRZeroCurve,1m,6.2,6.2
22-04-2019,INRZeroCurve,1m,6.15,6.15
18-04-2019,INRZeroCurve,1m,6.18,6.18
16-04-2019,INRZeroCurve,1m,6.17,6.17
15-04-2019,INRZeroCurve,1m,6.14,6.14
12-04-2019,INRZeroCurve,1m,6.14,6.14
11-04-2019,INRZeroCurve,1m,6.13,6.13
10-04-2019,INRZeroCurve,1m,6.15,6.15
09-04-2019,INRZeroCurve,1m,6.16,6.16
08-04-2019,INRZeroCurve,1m,6.15,6.15
05-04-2019,INRZeroCurve,1m,6.08,6.08
04-04-2019,INRZeroCurve,1m,6.05,6.05
03-04-2019,INRZeroCurve,1m,6.11,6.11
02-04-2019,INRZeroCurve,1m,6.02,6.02
01-04-2019,INRZeroCurve,1m,6.02,6.02
28-03-2019,INRZeroCurve,1m,6,6
27-03-2019,INRZeroCurve,1m,6.23,6.23
26-03-2019,INRZeroCurve,1m,6.2,6.2
25-03-2019,INRZeroCurve,1m,6.1,6.1
22-03-2019,INRZeroCurve,1m,6.2,6.2
20-03-2019,INRZeroCurve,1m,6.2,6.2
19-03-2019,INRZeroCurve,1m,6.2,6.2
18-03-2019,INRZeroCurve,1m,6.23,6.23
15-03-2019,INRZeroCurve,1m,6.24,6.24
14-03-2019,INRZeroCurve,1m,6.3,6.3
13-03-2019,INRZeroCurve,1m,6.29,6.29
12-03-2019,INRZeroCurve,1m,6.31,6.31
11-03-2019,INRZeroCurve,1m,6.31,6.31
08-03-2019,INRZeroCurve,1m,6.35,6.35
07-03-2019,INRZeroCurve,1m,6.34,6.34
06-03-2019,INRZeroCurve,1m,6.28,6.28
05-03-2019,INRZeroCurve,1m,6.33,6.33
01-03-2019,INRZeroCurve,1m,6.45,6.45
28-02-2019,INRZeroCurve,1m,6.4,6.4
27-02-2019,INRZeroCurve,1m,6.41,6.41
26-02-2019,INRZeroCurve,1m,6.39,6.39
25-02-2019,INRZeroCurve,1m,6.4,6.4
22-02-2019,INRZeroCurve,1m,6.4,6.4
21-02-2019,INRZeroCurve,1m,6.34,6.34
20-02-2019,INRZeroCurve,1m,6.35,6.35
19-02-2019,INRZeroCurve,1m,6.35,6.35
18-02-2019,INRZeroCurve,1m,6.32,6.32
15-02-2019,INRZeroCurve,1m,6.32,6.32
14-02-2019,INRZeroCurve,1m,6.32,6.32
12-02-2019,INRZeroCurve,1m,6.36,6.36
11-02-2019,INRZeroCurve,1m,6.38,6.38
08-02-2019,INRZeroCurve,1m,6.34,6.34
07-02-2019,INRZeroCurve,1m,6.32,6.32
06-02-2019,INRZeroCurve,1m,6.48,6.48
05-02-2019,INRZeroCurve,1m,6.5,6.5
04-02-2019,INRZeroCurve,1m,6.53,6.53
01-02-2019,INRZeroCurve,1m,6.46,6.46
31-01-2019,INRZeroCurve,1m,6.49,6.49
30-01-2019,INRZeroCurve,1m,6.38,6.38
29-01-2019,INRZeroCurve,1m,6.45,6.45
28-01-2019,INRZeroCurve,1m,6.45,6.45
25-01-2019,INRZeroCurve,1m,6.44,6.44
24-01-2019,INRZeroCurve,1m,6.47,6.47
23-01-2019,INRZeroCurve,1m,6.51,6.51
22-01-2019,INRZeroCurve,1m,6.55,6.55
21-01-2019,INRZeroCurve,1m,6.51,6.51
18-01-2019,INRZeroCurve,1m,6.48,6.48
17-01-2019,INRZeroCurve,1m,6.46,6.46
16-01-2019,INRZeroCurve,1m,6.4,6.4
15-01-2019,INRZeroCurve,1m,6.41,6.41
14-01-2019,INRZeroCurve,1m,6.42,6.42
11-01-2019,INRZeroCurve,1m,6.41,6.41
10-01-2019,INRZeroCurve,1m,6.42,6.42
09-01-2019,INRZeroCurve,1m,6.52,6.52
08-01-2019,INRZeroCurve,1m,6.54,6.54
07-01-2019,INRZeroCurve,1m,6.43,6.43
04-01-2019,INRZeroCurve,1m,6.55,6.55
03-01-2019,INRZeroCurve,1m,6.49,6.49
02-01-2019,INRZeroCurve,1m,6.51,6.51
01-01-2019,INRZeroCurve,1m,6.5,6.5
31-12-2018,INRZeroCurve,1m,6.61,6.61
28-12-2018,INRZeroCurve,1m,6.65,6.65
27-12-2018,INRZeroCurve,1m,6.65,6.65
26-12-2018,INRZeroCurve,1m,6.64,6.64
24-12-2018,INRZeroCurve,1m,6.59,6.59
21-12-2018,INRZeroCurve,1m,6.65,6.65
20-12-2018,INRZeroCurve,1m,6.58,6.58
19-12-2018,INRZeroCurve,1m,6.59,6.59
18-12-2018,INRZeroCurve,1m,6.59 ,6.59 
15-12-2018,INRZeroCurve,1m,6.51 ,6.51 
14-12-2018,INRZeroCurve,1m,6.58 ,6.58 
12-12-2018,INRZeroCurve,1m,6.55 ,6.55 
11-12-2018,INRZeroCurve,1m,6.53 ,6.53 
08-12-2018,INRZeroCurve,1m,6.52 ,6.52 
07-12-2018,INRZeroCurve,1m,6.50 ,6.50 
06-12-2018,INRZeroCurve,1m,6.56 ,6.56 
05-12-2018,INRZeroCurve,1m,6.59 ,6.59 
04-12-2018,INRZeroCurve,1m,6.60 ,6.60 
31-12-2019,INRZeroCurve,025m,5.04,5.04
30-12-2019,INRZeroCurve,025m,5,5
27-12-2019,INRZeroCurve,025m,4.96,4.96
26-12-2019,INRZeroCurve,025m,5.01,5.01
24-12-2019,INRZeroCurve,025m,5.02,5.02
23-12-2019,INRZeroCurve,025m,4.99,4.99
20-12-2019,INRZeroCurve,025m,5.01,5.01
19-12-2019,INRZeroCurve,025m,4.99,4.99
18-12-2019,INRZeroCurve,025m,5,5
17-12-2019,INRZeroCurve,025m,5.03,5.03
16-12-2019,INRZeroCurve,025m,5.01,5.01
13-12-2019,INRZeroCurve,025m,5,5
12-12-2019,INRZeroCurve,025m,5.02,5.02
11-12-2019,INRZeroCurve,025m,4.99,4.99
10-12-2019,INRZeroCurve,025m,5,5
09-12-2019,INRZeroCurve,025m,5.04,5.04
06-12-2019,INRZeroCurve,025m,5.03,5.03
05-12-2019,INRZeroCurve,025m,4.95,4.95
04-12-2019,INRZeroCurve,025m,4.88,4.88
03-12-2019,INRZeroCurve,025m,4.91,4.91
02-12-2019,INRZeroCurve,025m,4.94,4.94
29-11-2019,INRZeroCurve,025m,4.88,4.88
28-11-2019,INRZeroCurve,025m,4.95,4.95
27-11-2019,INRZeroCurve,025m,5.02,5.02
26-11-2019,INRZeroCurve,025m,5.06,5.06
25-11-2019,INRZeroCurve,025m,5.03,5.03
22-11-2019,INRZeroCurve,025m,5.02,5.02
21-11-2019,INRZeroCurve,025m,5.02,5.02
20-11-2019,INRZeroCurve,025m,5.01,5.01
19-11-2019,INRZeroCurve,025m,5.04,5.04
18-11-2019,INRZeroCurve,025m,5.04,5.04
15-11-2019,INRZeroCurve,025m,5.04,5.04
14-11-2019,INRZeroCurve,025m,5.05,5.05
13-11-2019,INRZeroCurve,025m,5.05,5.05
11-11-2019,INRZeroCurve,025m,5.07,5.07
08-11-2019,INRZeroCurve,025m,5.07,5.07
07-11-2019,INRZeroCurve,025m,5.05,5.05
06-11-2019,INRZeroCurve,025m,5.03,5.03
05-11-2019,INRZeroCurve,025m,5.04,5.04
04-11-2019,INRZeroCurve,025m,5.03,5.03
01-11-2019,INRZeroCurve,025m,5,5
31-10-2019,INRZeroCurve,025m,5.02,5.02
30-10-2019,INRZeroCurve,025m,5.05,5.05
29-10-2019,INRZeroCurve,025m,5.05,5.05
28-10-2019,INRZeroCurve,025m,5.05,5.05
25-10-2019,INRZeroCurve,025m,5.04,5.04
24-10-2019,INRZeroCurve,025m,5.08,5.08
23-10-2019,INRZeroCurve,025m,5.06,5.06
22-10-2019,INRZeroCurve,025m,5.06,5.06
18-10-2019,INRZeroCurve,025m,5.06,5.06
17-10-2019,INRZeroCurve,025m,5.07,5.07
16-10-2019,INRZeroCurve,025m,5.11,5.11
15-10-2019,INRZeroCurve,025m,5.1,5.1
14-10-2019,INRZeroCurve,025m,5.12,5.12
11-10-2019,INRZeroCurve,025m,5.17,5.17
10-10-2019,INRZeroCurve,025m,5.18,5.18
09-10-2019,INRZeroCurve,025m,5.2,5.2
07-10-2019,INRZeroCurve,025m,5.2,5.2
04-10-2019,INRZeroCurve,025m,5.17,5.17
03-10-2019,INRZeroCurve,025m,5.23,5.23
01-10-2019,INRZeroCurve,025m,5.32,5.32
30-09-2019,INRZeroCurve,025m,5.24,5.24
27-09-2019,INRZeroCurve,025m,5.32,5.32
26-09-2019,INRZeroCurve,025m,5.38,5.38
25-09-2019,INRZeroCurve,025m,5.37,5.37
24-09-2019,INRZeroCurve,025m,5.41,5.41
23-09-2019,INRZeroCurve,025m,5.42,5.42
20-09-2019,INRZeroCurve,025m,5.33,5.33
19-09-2019,INRZeroCurve,025m,5.28,5.28
18-09-2019,INRZeroCurve,025m,5.28,5.28
17-09-2019,INRZeroCurve,025m,5.31,5.31
16-09-2019,INRZeroCurve,025m,5.31,5.31
13-09-2019,INRZeroCurve,025m,5.33,5.33
12-09-2019,INRZeroCurve,025m,5.29,5.29
11-09-2019,INRZeroCurve,025m,5.32,5.32
09-09-2019,INRZeroCurve,025m,5.36,5.36
06-09-2019,INRZeroCurve,025m,5.33,5.33
05-09-2019,INRZeroCurve,025m,5.34,5.34
04-09-2019,INRZeroCurve,025m,5.36,5.36
03-09-2019,INRZeroCurve,025m,5.39,5.39
30-08-2019,INRZeroCurve,025m,5.43,5.43
29-08-2019,INRZeroCurve,025m,5.38,5.38
28-08-2019,INRZeroCurve,025m,5.41,5.41
27-08-2019,INRZeroCurve,025m,5.41,5.41
26-08-2019,INRZeroCurve,025m,5.44,5.44
23-08-2019,INRZeroCurve,025m,5.45,5.45
22-08-2019,INRZeroCurve,025m,5.39,5.39
21-08-2019,INRZeroCurve,025m,5.45,5.45
20-08-2019,INRZeroCurve,025m,5.47,5.47
19-08-2019,INRZeroCurve,025m,5.45,5.45
16-08-2019,INRZeroCurve,025m,5.44,5.44
14-08-2019,INRZeroCurve,025m,5.49,5.49
13-08-2019,INRZeroCurve,025m,5.43,5.43
09-08-2019,INRZeroCurve,025m,5.44,5.44
08-08-2019,INRZeroCurve,025m,5.46,5.46
07-08-2019,INRZeroCurve,025m,5.41,5.41
06-08-2019,INRZeroCurve,025m,5.62,5.62
05-08-2019,INRZeroCurve,025m,5.65,5.65
02-08-2019,INRZeroCurve,025m,5.54,5.54
01-08-2019,INRZeroCurve,025m,5.66,5.66
31-07-2019,INRZeroCurve,025m,5.66,5.66
30-07-2019,INRZeroCurve,025m,5.74,5.74
29-07-2019,INRZeroCurve,025m,5.76,5.76
26-07-2019,INRZeroCurve,025m,5.75,5.75
25-07-2019,INRZeroCurve,025m,5.74,5.74
24-07-2019,INRZeroCurve,025m,5.74,5.74
23-07-2019,INRZeroCurve,025m,5.75,5.75
22-07-2019,INRZeroCurve,025m,5.72,5.72
19-07-2019,INRZeroCurve,025m,5.76,5.76
18-07-2019,INRZeroCurve,025m,5.71,5.71
17-07-2019,INRZeroCurve,025m,5.73,5.73
16-07-2019,INRZeroCurve,025m,5.78,5.78
15-07-2019,INRZeroCurve,025m,5.77,5.77
12-07-2019,INRZeroCurve,025m,5.8,5.8
11-07-2019,INRZeroCurve,025m,5.81,5.81
10-07-2019,INRZeroCurve,025m,5.8,5.8
09-07-2019,INRZeroCurve,025m,5.85,5.85
08-07-2019,INRZeroCurve,025m,5.82,5.82
05-07-2019,INRZeroCurve,025m,5.86,5.86
04-07-2019,INRZeroCurve,025m,5.97,5.97
03-07-2019,INRZeroCurve,025m,5.94,5.94
02-07-2019,INRZeroCurve,025m,5.95,5.95
01-07-2019,INRZeroCurve,025m,5.97,5.97
28-06-2019,INRZeroCurve,025m,5.98,5.98
27-06-2019,INRZeroCurve,025m,5.98,5.98
26-06-2019,INRZeroCurve,025m,6,6
25-06-2019,INRZeroCurve,025m,5.93,5.93
24-06-2019,INRZeroCurve,025m,5.95,5.95
21-06-2019,INRZeroCurve,025m,5.92,5.92
20-06-2019,INRZeroCurve,025m,5.93,5.93
19-06-2019,INRZeroCurve,025m,5.95,5.95
18-06-2019,INRZeroCurve,025m,6.01,6.01
17-06-2019,INRZeroCurve,025m,5.93,5.93
14-06-2019,INRZeroCurve,025m,6.03,6.03
13-06-2019,INRZeroCurve,025m,5.95,5.95
12-06-2019,INRZeroCurve,025m,5.94,5.94
11-06-2019,INRZeroCurve,025m,5.94,5.94
10-06-2019,INRZeroCurve,025m,5.88,5.88
07-06-2019,INRZeroCurve,025m,5.88,5.88
06-06-2019,INRZeroCurve,025m,5.89,5.89
04-06-2019,INRZeroCurve,025m,6.06,6.06
03-06-2019,INRZeroCurve,025m,6.03,6.03
31-05-2019,INRZeroCurve,025m,6.13,6.13
30-05-2019,INRZeroCurve,025m,6.16,6.16
29-05-2019,INRZeroCurve,025m,6.19,6.19
28-05-2019,INRZeroCurve,025m,6.2,6.2
27-05-2019,INRZeroCurve,025m,6.21,6.21
24-05-2019,INRZeroCurve,025m,6.18,6.18
23-05-2019,INRZeroCurve,025m,6.27,6.27
22-05-2019,INRZeroCurve,025m,6.35,6.35
21-05-2019,INRZeroCurve,025m,6.2,6.2
20-05-2019,INRZeroCurve,025m,6.33,6.33
17-05-2019,INRZeroCurve,025m,6.32,6.32
16-05-2019,INRZeroCurve,025m,6.34,6.34
15-05-2019,INRZeroCurve,025m,6.37,6.37
14-05-2019,INRZeroCurve,025m,6.36,6.36
13-05-2019,INRZeroCurve,025m,6.43,6.43
10-05-2019,INRZeroCurve,025m,6.43,6.43
09-05-2019,INRZeroCurve,025m,6.43,6.43
08-05-2019,INRZeroCurve,025m,6.47,6.47
07-05-2019,INRZeroCurve,025m,6.44,6.44
06-05-2019,INRZeroCurve,025m,6.42,6.42
03-05-2019,INRZeroCurve,025m,6.44,6.44
02-05-2019,INRZeroCurve,025m,6.43,6.43
30-04-2019,INRZeroCurve,025m,6.43,6.43
26-04-2019,INRZeroCurve,025m,6.38,6.38
25-04-2019,INRZeroCurve,025m,6.37,6.37
24-04-2019,INRZeroCurve,025m,6.39,6.39
23-04-2019,INRZeroCurve,025m,6.36,6.36
22-04-2019,INRZeroCurve,025m,6.4,6.4
18-04-2019,INRZeroCurve,025m,6.33,6.33
16-04-2019,INRZeroCurve,025m,6.32,6.32
15-04-2019,INRZeroCurve,025m,6.3,6.3
12-04-2019,INRZeroCurve,025m,6.29,6.29
11-04-2019,INRZeroCurve,025m,6.28,6.28
10-04-2019,INRZeroCurve,025m,6.26,6.26
09-04-2019,INRZeroCurve,025m,6.19,6.19
08-04-2019,INRZeroCurve,025m,6.21,6.21
05-04-2019,INRZeroCurve,025m,6.18,6.18
04-04-2019,INRZeroCurve,025m,6.21,6.21
03-04-2019,INRZeroCurve,025m,6.21,6.21
02-04-2019,INRZeroCurve,025m,6.22,6.22
01-04-2019,INRZeroCurve,025m,6.22,6.22
28-03-2019,INRZeroCurve,025m,6.2,6.2
27-03-2019,INRZeroCurve,025m,6.27,6.27
26-03-2019,INRZeroCurve,025m,6.29,6.29
25-03-2019,INRZeroCurve,025m,6.24,6.24
22-03-2019,INRZeroCurve,025m,6.29,6.29
20-03-2019,INRZeroCurve,025m,6.3,6.3
19-03-2019,INRZeroCurve,025m,6.26,6.26
18-03-2019,INRZeroCurve,025m,6.3,6.3
15-03-2019,INRZeroCurve,025m,6.29,6.29
14-03-2019,INRZeroCurve,025m,6.32,6.32
13-03-2019,INRZeroCurve,025m,6.36,6.36
12-03-2019,INRZeroCurve,025m,6.37,6.37
11-03-2019,INRZeroCurve,025m,6.36,6.36
08-03-2019,INRZeroCurve,025m,6.41,6.41
07-03-2019,INRZeroCurve,025m,6.4,6.4
06-03-2019,INRZeroCurve,025m,6.4,6.4
05-03-2019,INRZeroCurve,025m,6.4,6.4
01-03-2019,INRZeroCurve,025m,6.4,6.4
28-02-2019,INRZeroCurve,025m,6.4,6.4
27-02-2019,INRZeroCurve,025m,6.4,6.4
26-02-2019,INRZeroCurve,025m,6.37,6.37
25-02-2019,INRZeroCurve,025m,6.4,6.4
22-02-2019,INRZeroCurve,025m,6.38,6.38
21-02-2019,INRZeroCurve,025m,6.38,6.38
20-02-2019,INRZeroCurve,025m,6.4,6.4
19-02-2019,INRZeroCurve,025m,6.4,6.4
18-02-2019,INRZeroCurve,025m,6.4,6.4
15-02-2019,INRZeroCurve,025m,6.34,6.34
14-02-2019,INRZeroCurve,025m,6.35,6.35
12-02-2019,INRZeroCurve,025m,6.38,6.38
11-02-2019,INRZeroCurve,025m,6.4,6.4
08-02-2019,INRZeroCurve,025m,6.35,6.35
07-02-2019,INRZeroCurve,025m,6.36,6.36
06-02-2019,INRZeroCurve,025m,6.56,6.56
05-02-2019,INRZeroCurve,025m,6.63,6.63
04-02-2019,INRZeroCurve,025m,6.6,6.6
01-02-2019,INRZeroCurve,025m,6.57,6.57
31-01-2019,INRZeroCurve,025m,6.5,6.5
30-01-2019,INRZeroCurve,025m,6.55,6.55
29-01-2019,INRZeroCurve,025m,6.58,6.58
28-01-2019,INRZeroCurve,025m,6.54,6.54
25-01-2019,INRZeroCurve,025m,6.54,6.54
24-01-2019,INRZeroCurve,025m,6.55,6.55
23-01-2019,INRZeroCurve,025m,6.59,6.59
22-01-2019,INRZeroCurve,025m,6.58,6.58
21-01-2019,INRZeroCurve,025m,6.56,6.56
18-01-2019,INRZeroCurve,025m,6.58,6.58
17-01-2019,INRZeroCurve,025m,6.6,6.6
16-01-2019,INRZeroCurve,025m,6.64,6.64
15-01-2019,INRZeroCurve,025m,6.63,6.63
14-01-2019,INRZeroCurve,025m,6.64,6.64
11-01-2019,INRZeroCurve,025m,6.62,6.62
10-01-2019,INRZeroCurve,025m,6.61,6.61
09-01-2019,INRZeroCurve,025m,6.63,6.63
08-01-2019,INRZeroCurve,025m,6.61,6.61
07-01-2019,INRZeroCurve,025m,6.6,6.6
04-01-2019,INRZeroCurve,025m,6.56,6.56
03-01-2019,INRZeroCurve,025m,6.6,6.6
02-01-2019,INRZeroCurve,025m,6.62,6.62
01-01-2019,INRZeroCurve,025m,6.61,6.61
31-12-2018,INRZeroCurve,025m,6.75,6.75
28-12-2018,INRZeroCurve,025m,6.73,6.73
27-12-2018,INRZeroCurve,025m,6.66,6.66
26-12-2018,INRZeroCurve,025m,6.66,6.66
24-12-2018,INRZeroCurve,025m,6.74,6.74
21-12-2018,INRZeroCurve,025m,6.74,6.74
20-12-2018,INRZeroCurve,025m,6.59,6.59
19-12-2018,INRZeroCurve,025m,6.6,6.6
18-12-2018,INRZeroCurve,025m,6.69 ,5.58 
15-12-2018,INRZeroCurve,025m,6.40 ,6.30 
14-12-2018,INRZeroCurve,025m,6.20 ,6.73 
12-12-2018,INRZeroCurve,025m,6.78 ,6.85 
11-12-2018,INRZeroCurve,025m,6.74 ,6.87 
